cod;genero;raca;nome;regiao;periodo;valor
53;homem;negro;DF;Centro-Oeste;2003;578
43;homem;negro;RS;Sul;2003;331
25;homem;negro;PB;Nordeste;2003;458
41;homem;negro;PR;Sul;2003;380
14;homem;negro;RR;Norte;2003;75
14;homem;negro;RR;Norte;2004;63
43;homem;negro;RS;Sul;2004;358
24;homem;negro;RN;Nordeste;2004;233
27;homem;negro;AL;Nordeste;2004;666
23;homem;negro;CE;Nordeste;2004;655
16;homem;negro;AP;Norte;2004;146
26;homem;negro;PE;Nordeste;2004;3224
11;homem;negro;RO;Norte;2004;358
22;homem;negro;PI;Nordeste;2004;237
33;homem;negro;RJ;Sudeste;2004;4536
52;homem;negro;GO;Centro-Oeste;2004;830
53;homem;negro;DF;Centro-Oeste;2004;538
51;homem;negro;MT;Centro-Oeste;2004;512
13;homem;negro;AM;Norte;2004;406
41;homem;negro;PR;Sul;2004;495
28;homem;negro;SE;Nordeste;2004;255
12;homem;negro;AC;Norte;2004;73
17;homem;negro;TO;Norte;2004;135
50;homem;negro;MS;Centro-Oeste;2004;342
35;homem;negro;SP;Sudeste;2004;4434
42;homem;negro;SC;Sul;2004;92
31;homem;negro;MG;Sudeste;2004;2686
21;homem;negro;MA;Nordeste;2004;587
29;homem;negro;BA;Nordeste;2004;1704
15;homem;negro;PA;Norte;2004;1274
32;homem;negro;ES;Sudeste;2004;859
25;homem;negro;PB;Nordeste;2004;493
25;homem;negro;PB;Nordeste;2005;563
15;homem;negro;PA;Norte;2005;1625
27;homem;negro;AL;Nordeste;2005;766
28;homem;negro;SE;Nordeste;2005;323
16;homem;negro;AP;Norte;2005;159
35;homem;negro;SP;Sudeste;2005;3474
13;homem;negro;AM;Norte;2005;466
42;homem;negro;SC;Sul;2005;88
29;homem;negro;BA;Nordeste;2005;2216
12;homem;negro;AC;Norte;2005;79
14;homem;negro;RR;Norte;2005;64
23;homem;negro;CE;Nordeste;2005;715
11;homem;negro;RO;Norte;2005;361
53;homem;negro;DF;Centro-Oeste;2005;519
43;homem;negro;RS;Sul;2005;385
32;homem;negro;ES;Sudeste;2005;924
24;homem;negro;RN;Nordeste;2005;248
52;homem;negro;GO;Centro-Oeste;2005;920
33;homem;negro;RJ;Sudeste;2005;4385
21;homem;negro;MA;Nordeste;2005;725
22;homem;negro;PI;Nordeste;2005;266
51;homem;negro;MT;Centro-Oeste;2005;579
17;homem;negro;TO;Norte;2005;133
26;homem;negro;PE;Nordeste;2005;3291
50;homem;negro;MS;Centro-Oeste;2005;316
41;homem;negro;PR;Sul;2005;589
31;homem;negro;MG;Sudeste;2005;2658
51;homem;negro;MT;Centro-Oeste;2006;605
29;homem;negro;BA;Nordeste;2006;2624
42;homem;negro;SC;Sul;2006;78
15;homem;negro;PA;Norte;2006;1749
50;homem;negro;MS;Centro-Oeste;2006;342
32;homem;negro;ES;Sudeste;2006;1008
43;homem;negro;RS;Sul;2006;351
11;homem;negro;RO;Norte;2006;386
24;homem;negro;RN;Nordeste;2006;291
41;homem;negro;PR;Sul;2006;474
26;homem;negro;PE;Nordeste;2006;3632
13;homem;negro;AM;Norte;2006;551
35;homem;negro;SP;Sudeste;2006;3121
22;homem;negro;PI;Nordeste;2006;329
25;homem;negro;PB;Nordeste;2006;648
16;homem;negro;AP;Norte;2006;176
28;homem;negro;SE;Nordeste;2006;384
12;homem;negro;AC;Norte;2006;94
53;homem;negro;DF;Centro-Oeste;2006;537
33;homem;negro;RJ;Sudeste;2006;4339
52;homem;negro;GO;Centro-Oeste;2006;985
23;homem;negro;CE;Nordeste;2006;907
14;homem;negro;RR;Norte;2006;64
27;homem;negro;AL;Nordeste;2006;1012
21;homem;negro;MA;Nordeste;2006;753
31;homem;negro;MG;Sudeste;2006;2520
17;homem;negro;TO;Norte;2006;171
33;homem;negro;RJ;Sudeste;2007;3952
22;homem;negro;PI;Nordeste;2007;285
24;homem;negro;RN;Nordeste;2007;399
32;homem;negro;ES;Sudeste;2007;1081
43;homem;negro;RS;Sul;2007;411
12;homem;negro;AC;Norte;2007;82
53;homem;negro;DF;Centro-Oeste;2007;550
51;homem;negro;MT;Centro-Oeste;2007;561
31;homem;negro;MG;Sudeste;2007;2528
26;homem;negro;PE;Nordeste;2007;3790
15;homem;negro;PA;Norte;2007;1841
11;homem;negro;RO;Norte;2007;285
23;homem;negro;CE;Nordeste;2007;1283
14;homem;negro;RR;Norte;2007;75
29;homem;negro;BA;Nordeste;2007;2909
50;homem;negro;MS;Centro-Oeste;2007;341
42;homem;negro;SC;Sul;2007;88
13;homem;negro;AM;Norte;2007;605
41;homem;negro;PR;Sul;2007;575
25;homem;negro;PB;Nordeste;2007;704
35;homem;negro;SP;Sudeste;2007;2417
16;homem;negro;AP;Norte;2007;132
28;homem;negro;SE;Nordeste;2007;350
27;homem;negro;AL;Nordeste;2007;1179
17;homem;negro;TO;Norte;2007;164
52;homem;negro;GO;Centro-Oeste;2007;970
21;homem;negro;MA;Nordeste;2007;911
11;homem;negro;RO;Norte;2008;298
12;homem;negro;AC;Norte;2008;69
27;homem;negro;AL;Nordeste;2008;1465
16;homem;negro;AP;Norte;2008;183
13;homem;negro;AM;Norte;2008;711
29;homem;negro;BA;Nordeste;2008;3876
23;homem;negro;CE;Nordeste;2008;1303
53;homem;negro;DF;Centro-Oeste;2008;644
32;homem;negro;ES;Sudeste;2008;1123
52;homem;negro;GO;Centro-Oeste;2008;1204
21;homem;negro;MA;Nordeste;2008;1030
51;homem;negro;MT;Centro-Oeste;2008;630
50;homem;negro;MS;Centro-Oeste;2008;339
31;homem;negro;MG;Sudeste;2008;2407
15;homem;negro;PA;Norte;2008;2445
25;homem;negro;PB;Nordeste;2008;852
41;homem;negro;PR;Sul;2008;640
26;homem;negro;PE;Nordeste;2008;3641
22;homem;negro;PI;Nordeste;2008;268
33;homem;negro;RJ;Sudeste;2008;3365
24;homem;negro;RN;Nordeste;2008;510
43;homem;negro;RS;Sul;2008;439
14;homem;negro;RR;Norte;2008;69
42;homem;negro;SC;Sul;2008;100
35;homem;negro;SP;Sudeste;2008;2265
28;homem;negro;SE;Nordeste;2008;383
17;homem;negro;TO;Norte;2008;177
12;homem;negro;AC;Norte;2009;97
32;homem;negro;ES;Sudeste;2009;1215
50;homem;negro;MS;Centro-Oeste;2009;374
51;homem;negro;MT;Centro-Oeste;2009;682
27;homem;negro;AL;Nordeste;2009;1499
28;homem;negro;SE;Nordeste;2009;454
25;homem;negro;PB;Nordeste;2009;1069
26;homem;negro;PE;Nordeste;2009;3208
43;homem;negro;RS;Sul;2009;409
11;homem;negro;RO;Norte;2009;338
24;homem;negro;RN;Nordeste;2009;574
13;homem;negro;AM;Norte;2009;786
42;homem;negro;SC;Sul;2009;107
52;homem;negro;GO;Centro-Oeste;2009;1327
23;homem;negro;CE;Nordeste;2009;1280
15;homem;negro;PA;Norte;2009;2558
31;homem;negro;MG;Sudeste;2009;2261
33;homem;negro;RJ;Sudeste;2009;3237
16;homem;negro;AP;Norte;2009;158
29;homem;negro;BA;Nordeste;2009;4455
14;homem;negro;RR;Norte;2009;66
41;homem;negro;PR;Sul;2009;619
53;homem;negro;DF;Centro-Oeste;2009;692
21;homem;negro;MA;Nordeste;2009;1143
35;homem;negro;SP;Sudeste;2009;2385
22;homem;negro;PI;Nordeste;2009;296
17;homem;negro;TO;Norte;2009;208
23;homem;negro;CE;Nordeste;2010;1600
15;homem;negro;PA;Norte;2010;2998
11;homem;negro;RO;Norte;2010;364
31;homem;negro;MG;Sudeste;2010;2256
50;homem;negro;MS;Centro-Oeste;2010;336
17;homem;negro;TO;Norte;2010;250
41;homem;negro;PR;Sul;2010;619
12;homem;negro;AC;Norte;2010;83
51;homem;negro;MT;Centro-Oeste;2010;667
26;homem;negro;PE;Nordeste;2010;2803
25;homem;negro;PB;Nordeste;2010;1227
28;homem;negro;SE;Nordeste;2010;533
27;homem;negro;AL;Nordeste;2010;1592
21;homem;negro;MA;Nordeste;2010;1242
22;homem;negro;PI;Nordeste;2010;299
35;homem;negro;SP;Sudeste;2010;2219
16;homem;negro;AP;Norte;2010;191
52;homem;negro;GO;Centro-Oeste;2010;1403
33;homem;negro;RJ;Sudeste;2010;3484
42;homem;negro;SC;Sul;2010;114
13;homem;negro;AM;Norte;2010;920
32;homem;negro;ES;Sudeste;2010;1171
24;homem;negro;RN;Nordeste;2010;582
14;homem;negro;RR;Norte;2010;93
53;homem;negro;DF;Centro-Oeste;2010;630
29;homem;negro;BA;Nordeste;2010;4781
43;homem;negro;RS;Sul;2010;398
23;homem;negro;CE;Nordeste;2011;1541
35;homem;negro;SP;Sudeste;2011;2293
29;homem;negro;BA;Nordeste;2011;4402
52;homem;negro;GO;Centro-Oeste;2011;1537
14;homem;negro;RR;Norte;2011;65
32;homem;negro;ES;Sudeste;2011;1105
22;homem;negro;PI;Nordeste;2011;327
13;homem;negro;AM;Norte;2011;1065
51;homem;negro;MT;Centro-Oeste;2011;679
41;homem;negro;PR;Sul;2011;599
28;homem;negro;SE;Nordeste;2011;621
50;homem;negro;MS;Centro-Oeste;2011;376
53;homem;negro;DF;Centro-Oeste;2011;723
26;homem;negro;PE;Nordeste;2011;2790
33;homem;negro;RJ;Sudeste;2011;2933
24;homem;negro;RN;Nordeste;2011;757
11;homem;negro;RO;Norte;2011;290
17;homem;negro;TO;Norte;2011;252
16;homem;negro;AP;Norte;2011;163
12;homem;negro;AC;Norte;2011;88
15;homem;negro;PA;Norte;2011;2629
27;homem;negro;AL;Nordeste;2011;1899
42;homem;negro;SC;Sul;2011;123
25;homem;negro;PB;Nordeste;2011;1324
31;homem;negro;MG;Sudeste;2011;2622
21;homem;negro;MA;Nordeste;2011;1255
43;homem;negro;RS;Sul;2011;427
13;homem;negro;AM;Norte;2012;1094
31;homem;negro;MG;Sudeste;2012;2896
14;homem;negro;RR;Norte;2012;93
22;homem;negro;PI;Nordeste;2012;413
25;homem;negro;PB;Nordeste;2012;1176
41;homem;negro;PR;Sul;2012;690
52;homem;negro;GO;Centro-Oeste;2012;1963
43;homem;negro;RS;Sul;2012;475
16;homem;negro;AP;Norte;2012;200
50;homem;negro;MS;Centro-Oeste;2012;402
11;homem;negro;RO;Norte;2012;338
33;homem;negro;RJ;Sudeste;2012;2999
42;homem;negro;SC;Sul;2012;156
29;homem;negro;BA;Nordeste;2012;4989
23;homem;negro;CE;Nordeste;2012;1811
15;homem;negro;PA;Norte;2012;2738
32;homem;negro;ES;Sudeste;2012;1205
53;homem;negro;DF;Centro-Oeste;2012;785
17;homem;negro;TO;Norte;2012;266
51;homem;negro;MT;Centro-Oeste;2012;732
26;homem;negro;PE;Nordeste;2012;2805
24;homem;negro;RN;Nordeste;2012;819
28;homem;negro;SE;Nordeste;2012;748
12;homem;negro;AC;Norte;2012;157
27;homem;negro;AL;Nordeste;2012;1789
21;homem;negro;MA;Nordeste;2012;1459
35;homem;negro;SP;Sudeste;2012;2627
31;homem;negro;MG;Sudeste;2013;3076
25;homem;negro;PB;Nordeste;2013;1187
50;homem;negro;MS;Centro-Oeste;2013;360
41;homem;negro;PR;Sul;2013;540
51;homem;negro;MT;Centro-Oeste;2013;798
26;homem;negro;PE;Nordeste;2013;2572
21;homem;negro;MA;Nordeste;2013;1788
22;homem;negro;PI;Nordeste;2013;451
52;homem;negro;GO;Centro-Oeste;2013;2076
33;homem;negro;RJ;Sudeste;2013;3247
32;homem;negro;ES;Sudeste;2013;1182
24;homem;negro;RN;Nordeste;2013;1064
53;homem;negro;DF;Centro-Oeste;2013;681
43;homem;negro;RS;Sul;2013;454
23;homem;negro;CE;Nordeste;2013;2088
11;homem;negro;RO;Norte;2013;288
29;homem;negro;BA;Nordeste;2013;4709
14;homem;negro;RR;Norte;2013;123
13;homem;negro;AM;Norte;2013;955
42;homem;negro;SC;Sul;2013;101
16;homem;negro;AP;Norte;2013;162
35;homem;negro;SP;Sudeste;2013;2459
27;homem;negro;AL;Nordeste;2013;1845
28;homem;negro;SE;Nordeste;2013;829
12;homem;negro;AC;Norte;2013;165
17;homem;negro;TO;Norte;2013;235
15;homem;negro;PA;Norte;2013;2830
42;homem;negro;SC;Sul;2014;138
29;homem;negro;BA;Nordeste;2014;5095
21;homem;negro;MA;Nordeste;2014;2048
25;homem;negro;PB;Nordeste;2014;1244
53;homem;negro;DF;Centro-Oeste;2014;664
16;homem;negro;AP;Norte;2014;213
14;homem;negro;RR;Norte;2014;83
27;homem;negro;AL;Nordeste;2014;1829
52;homem;negro;GO;Centro-Oeste;2014;1986
11;homem;negro;RO;Norte;2014;386
35;homem;negro;SP;Sudeste;2014;2612
22;homem;negro;PI;Nordeste;2014;538
31;homem;negro;MG;Sudeste;2014;3153
50;homem;negro;MS;Centro-Oeste;2014;388
43;homem;negro;RS;Sul;2014;577
13;homem;negro;AM;Norte;2014;1038
41;homem;negro;PR;Sul;2014;541
24;homem;negro;RN;Nordeste;2014;1233
12;homem;negro;AC;Norte;2014;171
32;homem;negro;ES;Sudeste;2014;1206
23;homem;negro;CE;Nordeste;2014;2362
28;homem;negro;SE;Nordeste;2014;938
51;homem;negro;MT;Centro-Oeste;2014;946
26;homem;negro;PE;Nordeste;2014;2704
17;homem;negro;TO;Norte;2014;267
33;homem;negro;RJ;Sudeste;2014;3666
15;homem;negro;PA;Norte;2014;2912
43;homem;negro;RS;Sul;2015;601
53;homem;negro;DF;Centro-Oeste;2015;551
24;homem;negro;RN;Nordeste;2015;1207
25;homem;negro;PB;Nordeste;2015;1222
14;homem;negro;RR;Norte;2015;138
13;homem;negro;AM;Norte;2015;1242
32;homem;negro;ES;Sudeste;2015;1061
33;homem;negro;RJ;Sudeste;2015;3283
42;homem;negro;SC;Sul;2015;185
16;homem;negro;AP;Norte;2015;251
15;homem;negro;PA;Norte;2015;3138
52;homem;negro;GO;Centro-Oeste;2015;2087
22;homem;negro;PI;Nordeste;2015;487
35;homem;negro;SP;Sudeste;2015;2336
27;homem;negro;AL;Nordeste;2015;1566
21;homem;negro;MA;Nordeste;2015;2003
26;homem;negro;PE;Nordeste;2015;3173
28;homem;negro;SE;Nordeste;2015;1157
12;homem;negro;AC;Norte;2015;169
31;homem;negro;MG;Sudeste;2015;3033
51;homem;negro;MT;Centro-Oeste;2015;843
41;homem;negro;PR;Sul;2015;611
50;homem;negro;MS;Centro-Oeste;2015;367
17;homem;negro;TO;Norte;2015;342
23;homem;negro;CE;Nordeste;2015;2118
11;homem;negro;RO;Norte;2015;397
29;homem;negro;BA;Nordeste;2015;5112
26;homem;negro;PE;Nordeste;2016;3618
25;homem;negro;PB;Nordeste;2016;1099
33;homem;negro;RJ;Sudeste;2016;4076
32;homem;negro;ES;Sudeste;2016;943
31;homem;negro;MG;Sudeste;2016;3099
23;homem;negro;CE;Nordeste;2016;2363
28;homem;negro;SE;Nordeste;2016;1330
12;homem;negro;AC;Norte;2016;288
43;homem;negro;RS;Sul;2016;707
50;homem;negro;MS;Centro-Oeste;2016;369
51;homem;negro;MT;Centro-Oeste;2016;845
41;homem;negro;PR;Sul;2016;619
13;homem;negro;AM;Norte;2016;1231
11;homem;negro;RO;Norte;2016;483
14;homem;negro;RR;Norte;2016;145
24;homem;negro;RN;Nordeste;2016;1479
29;homem;negro;BA;Nordeste;2016;6132
17;homem;negro;TO;Norte;2016;426
22;homem;negro;PI;Nordeste;2016;563
15;homem;negro;PA;Norte;2016;3597
52;homem;negro;GO;Centro-Oeste;2016;2168
35;homem;negro;SP;Sudeste;2016;2017
27;homem;negro;AL;Nordeste;2016;1665
16;homem;negro;AP;Norte;2016;347
42;homem;negro;SC;Sul;2016;213
53;homem;negro;DF;Centro-Oeste;2016;569
21;homem;negro;MA;Nordeste;2016;1963
11;homem;negro;RO;Norte;2017;357
52;homem;negro;GO;Centro-Oeste;2017;2094
12;homem;negro;AC;Norte;2017;404
13;homem;negro;AM;Norte;2017;1418
32;homem;negro;ES;Sudeste;2017;1098
14;homem;negro;RR;Norte;2017;169
15;homem;negro;PA;Norte;2017;3858
50;homem;negro;MS;Centro-Oeste;2017;385
16;homem;negro;AP;Norte;2017;328
17;homem;negro;TO;Norte;2017;407
21;homem;negro;MA;Nordeste;2017;1855
22;homem;negro;PI;Nordeste;2017;509
41;homem;negro;PR;Sul;2017;647
23;homem;negro;CE;Nordeste;2017;4580
43;homem;negro;RS;Sul;2017;772
24;homem;negro;RN;Nordeste;2017;1798
25;homem;negro;PB;Nordeste;2017;1151
42;homem;negro;SC;Sul;2017;247
53;homem;negro;DF;Centro-Oeste;2017;452
29;homem;negro;BA;Nordeste;2017;6377
31;homem;negro;MG;Sudeste;2017;2885
27;homem;negro;AL;Nordeste;2017;1636
26;homem;negro;PE;Nordeste;2017;4462
51;homem;negro;MT;Centro-Oeste;2017;780
33;homem;negro;RJ;Sudeste;2017;4378
28;homem;negro;SE;Nordeste;2017;1168
35;homem;negro;SP;Sudeste;2017;2002
12;mulher;negro;AC;Norte;2000;7
27;mulher;negro;AL;Nordeste;2000;46
16;mulher;negro;AP;Norte;2000;4
13;mulher;negro;AM;Norte;2000;28
29;mulher;negro;BA;Nordeste;2000;90
23;mulher;negro;CE;Nordeste;2000;51
53;mulher;negro;DF;Centro-Oeste;2000;32
32;mulher;negro;ES;Sudeste;2000;49
52;mulher;negro;GO;Centro-Oeste;2000;53
21;mulher;negro;MA;Nordeste;2000;24
51;mulher;negro;MT;Centro-Oeste;2000;47
50;mulher;negro;MS;Centro-Oeste;2000;30
31;mulher;negro;MG;Sudeste;2000;125
15;mulher;negro;PA;Norte;2000;55
25;mulher;negro;PB;Nordeste;2000;32
41;mulher;negro;PR;Sul;2000;22
26;mulher;negro;PE;Nordeste;2000;202
22;mulher;negro;PI;Nordeste;2000;8
33;mulher;negro;RJ;Sudeste;2000;265
24;mulher;negro;RN;Nordeste;2000;10
43;mulher;negro;RS;Sul;2000;22
11;mulher;negro;RO;Norte;2000;22
14;mulher;negro;RR;Norte;2000;12
42;mulher;negro;SC;Sul;2000;9
35;mulher;negro;SP;Sudeste;2000;378
28;mulher;negro;SE;Nordeste;2000;15
17;mulher;negro;TO;Norte;2000;10
12;mulher;negro;AC;Norte;2001;5
27;mulher;negro;AL;Nordeste;2001;31
16;mulher;negro;AP;Norte;2001;9
13;mulher;negro;AM;Norte;2001;45
29;mulher;negro;BA;Nordeste;2001;81
23;mulher;negro;CE;Nordeste;2001;58
53;mulher;negro;DF;Centro-Oeste;2001;34
32;mulher;negro;ES;Sudeste;2001;58
52;mulher;negro;GO;Centro-Oeste;2001;61
21;mulher;negro;MA;Nordeste;2001;36
51;mulher;negro;MT;Centro-Oeste;2001;56
50;mulher;negro;MS;Centro-Oeste;2001;31
31;mulher;negro;MG;Sudeste;2001;119
15;mulher;negro;PA;Norte;2001;74
25;mulher;negro;PB;Nordeste;2001;31
41;mulher;negro;PR;Sul;2001;24
26;mulher;negro;PE;Nordeste;2001;206
22;mulher;negro;PI;Nordeste;2001;24
33;mulher;negro;RJ;Sudeste;2001;306
24;mulher;negro;RN;Nordeste;2001;17
43;mulher;negro;RS;Sul;2001;17
11;mulher;negro;RO;Norte;2001;35
14;mulher;negro;RR;Norte;2001;6
42;mulher;negro;SC;Sul;2001;7
35;mulher;negro;SP;Sudeste;2001;379
28;mulher;negro;SE;Nordeste;2001;15
17;mulher;negro;TO;Norte;2001;14
12;mulher;negro;AC;Norte;2002;8
27;mulher;negro;AL;Nordeste;2002;39
16;mulher;negro;AP;Norte;2002;8
13;mulher;negro;AM;Norte;2002;27
29;mulher;negro;BA;Nordeste;2002;88
23;mulher;negro;CE;Nordeste;2002;48
53;mulher;negro;DF;Centro-Oeste;2002;36
32;mulher;negro;ES;Sudeste;2002;71
52;mulher;negro;GO;Centro-Oeste;2002;68
21;mulher;negro;MA;Nordeste;2002;31
51;mulher;negro;MT;Centro-Oeste;2002;53
50;mulher;negro;MS;Centro-Oeste;2002;35
31;mulher;negro;MG;Sudeste;2002;151
15;mulher;negro;PA;Norte;2002;62
25;mulher;negro;PB;Nordeste;2002;26
41;mulher;negro;PR;Sul;2002;35
26;mulher;negro;PE;Nordeste;2002;178
22;mulher;negro;PI;Nordeste;2002;18
33;mulher;negro;RJ;Sudeste;2002;284
24;mulher;negro;RN;Nordeste;2002;12
43;mulher;negro;RS;Sul;2002;34
11;mulher;negro;RO;Norte;2002;25
14;mulher;negro;RR;Norte;2002;9
42;mulher;negro;SC;Sul;2002;9
35;mulher;negro;SP;Sudeste;2002;363
28;mulher;negro;SE;Nordeste;2002;22
17;mulher;negro;TO;Norte;2002;16
12;mulher;negro;AC;Norte;2003;7
27;mulher;negro;AL;Nordeste;2003;39
16;mulher;negro;AP;Norte;2003;12
13;mulher;negro;AM;Norte;2003;30
29;mulher;negro;BA;Nordeste;2003;100
23;mulher;negro;CE;Nordeste;2003;40
53;mulher;negro;DF;Centro-Oeste;2003;45
32;mulher;negro;ES;Sudeste;2003;67
52;mulher;negro;GO;Centro-Oeste;2003;74
21;mulher;negro;MA;Nordeste;2003;58
51;mulher;negro;MT;Centro-Oeste;2003;53
50;mulher;negro;MS;Centro-Oeste;2003;27
31;mulher;negro;MG;Sudeste;2003;199
15;mulher;negro;PA;Norte;2003;78
25;mulher;negro;PB;Nordeste;2003;25
41;mulher;negro;PR;Sul;2003;32
26;mulher;negro;PE;Nordeste;2003;187
22;mulher;negro;PI;Nordeste;2003;24
33;mulher;negro;RJ;Sudeste;2003;277
24;mulher;negro;RN;Nordeste;2003;16
43;mulher;negro;RS;Sul;2003;23
11;mulher;negro;RO;Norte;2003;29
14;mulher;negro;RR;Norte;2003;5
42;mulher;negro;SC;Sul;2003;8
35;mulher;negro;SP;Sudeste;2003;378
28;mulher;negro;SE;Nordeste;2003;16
17;mulher;negro;TO;Norte;2003;17
12;mulher;negro;AC;Norte;2004;7
27;mulher;negro;AL;Nordeste;2004;42
16;mulher;negro;AP;Norte;2004;14
13;mulher;negro;AM;Norte;2004;34
29;mulher;negro;BA;Nordeste;2004;155
23;mulher;negro;CE;Nordeste;2004;44
53;mulher;negro;DF;Centro-Oeste;2004;43
32;mulher;negro;ES;Sudeste;2004;69
52;mulher;negro;GO;Centro-Oeste;2004;64
21;mulher;negro;MA;Nordeste;2004;44
51;mulher;negro;MT;Centro-Oeste;2004;60
50;mulher;negro;MS;Centro-Oeste;2004;30
31;mulher;negro;MG;Sudeste;2004;230
15;mulher;negro;PA;Norte;2004;77
25;mulher;negro;PB;Nordeste;2004;47
41;mulher;negro;PR;Sul;2004;41
26;mulher;negro;PE;Nordeste;2004;206
22;mulher;negro;PI;Nordeste;2004;14
33;mulher;negro;RJ;Sudeste;2004;251
24;mulher;negro;RN;Nordeste;2004;13
43;mulher;negro;RS;Sul;2004;26
11;mulher;negro;RO;Norte;2004;13
14;mulher;negro;RR;Norte;2004;3
42;mulher;negro;SC;Sul;2004;7
35;mulher;negro;SP;Sudeste;2004;285
28;mulher;negro;SE;Nordeste;2004;15
17;mulher;negro;TO;Norte;2004;14
12;mulher;negro;AC;Norte;2005;8
27;mulher;negro;AL;Nordeste;2005;46
16;mulher;negro;AP;Norte;2005;13
13;mulher;negro;AM;Norte;2005;40
29;mulher;negro;BA;Nordeste;2005;164
23;mulher;negro;CE;Nordeste;2005;45
53;mulher;negro;DF;Centro-Oeste;2005;32
32;mulher;negro;ES;Sudeste;2005;90
52;mulher;negro;GO;Centro-Oeste;2005;83
21;mulher;negro;MA;Nordeste;2005;49
51;mulher;negro;MT;Centro-Oeste;2005;51
50;mulher;negro;MS;Centro-Oeste;2005;31
31;mulher;negro;MG;Sudeste;2005;212
15;mulher;negro;PA;Norte;2005;101
25;mulher;negro;PB;Nordeste;2005;45
41;mulher;negro;PR;Sul;2005;50
26;mulher;negro;PE;Nordeste;2005;226
22;mulher;negro;PI;Nordeste;2005;29
33;mulher;negro;RJ;Sudeste;2005;273
24;mulher;negro;RN;Nordeste;2005;27
43;mulher;negro;RS;Sul;2005;22
11;mulher;negro;RO;Norte;2005;30
14;mulher;negro;RR;Norte;2005;9
42;mulher;negro;SC;Sul;2005;6
35;mulher;negro;SP;Sudeste;2005;260
28;mulher;negro;SE;Nordeste;2005;22
17;mulher;negro;TO;Norte;2005;15
12;mulher;negro;AC;Norte;2006;8
27;mulher;negro;AL;Nordeste;2006;66
16;mulher;negro;AP;Norte;2006;10
13;mulher;negro;AM;Norte;2006;33
29;mulher;negro;BA;Nordeste;2006;197
23;mulher;negro;CE;Nordeste;2006;65
53;mulher;negro;DF;Centro-Oeste;2006;39
32;mulher;negro;ES;Sudeste;2006;103
52;mulher;negro;GO;Centro-Oeste;2006;91
21;mulher;negro;MA;Nordeste;2006;58
51;mulher;negro;MT;Centro-Oeste;2006;42
50;mulher;negro;MS;Centro-Oeste;2006;24
31;mulher;negro;MG;Sudeste;2006;238
15;mulher;negro;PA;Norte;2006;118
25;mulher;negro;PB;Nordeste;2006;49
41;mulher;negro;PR;Sul;2006;48
26;mulher;negro;PE;Nordeste;2006;261
22;mulher;negro;PI;Nordeste;2006;28
33;mulher;negro;RJ;Sudeste;2006;267
24;mulher;negro;RN;Nordeste;2006;27
43;mulher;negro;RS;Sul;2006;30
11;mulher;negro;RO;Norte;2006;31
14;mulher;negro;RR;Norte;2006;3
42;mulher;negro;SC;Sul;2006;15
35;mulher;negro;SP;Sudeste;2006;242
28;mulher;negro;SE;Nordeste;2006;22
17;mulher;negro;TO;Norte;2006;18
12;mulher;negro;AC;Norte;2007;9
27;mulher;negro;AL;Nordeste;2007;68
16;mulher;negro;AP;Norte;2007;8
13;mulher;negro;AM;Norte;2007;43
29;mulher;negro;BA;Nordeste;2007;207
23;mulher;negro;CE;Nordeste;2007;84
53;mulher;negro;DF;Centro-Oeste;2007;41
32;mulher;negro;ES;Sudeste;2007;116
52;mulher;negro;GO;Centro-Oeste;2007;82
21;mulher;negro;MA;Nordeste;2007;50
51;mulher;negro;MT;Centro-Oeste;2007;54
50;mulher;negro;MS;Centro-Oeste;2007;28
31;mulher;negro;MG;Sudeste;2007;248
15;mulher;negro;PA;Norte;2007;112
25;mulher;negro;PB;Nordeste;2007;55
41;mulher;negro;PR;Sul;2007;41
26;mulher;negro;PE;Nordeste;2007;241
22;mulher;negro;PI;Nordeste;2007;24
33;mulher;negro;RJ;Sudeste;2007;216
24;mulher;negro;RN;Nordeste;2007;25
43;mulher;negro;RS;Sul;2007;29
11;mulher;negro;RO;Norte;2007;20
14;mulher;negro;RR;Norte;2007;10
42;mulher;negro;SC;Sul;2007;6
35;mulher;negro;SP;Sudeste;2007;185
28;mulher;negro;SE;Nordeste;2007;21
17;mulher;negro;TO;Norte;2007;26
12;mulher;negro;AC;Norte;2008;5
27;mulher;negro;AL;Nordeste;2008;71
16;mulher;negro;AP;Norte;2008;13
13;mulher;negro;AM;Norte;2008;56
29;mulher;negro;BA;Nordeste;2008;260
23;mulher;negro;CE;Nordeste;2008;74
53;mulher;negro;DF;Centro-Oeste;2008;57
32;mulher;negro;ES;Sudeste;2008;129
52;mulher;negro;GO;Centro-Oeste;2008;104
21;mulher;negro;MA;Nordeste;2008;67
51;mulher;negro;MT;Centro-Oeste;2008;57
50;mulher;negro;MS;Centro-Oeste;2008;22
31;mulher;negro;MG;Sudeste;2008;221
15;mulher;negro;PA;Norte;2008;139
25;mulher;negro;PB;Nordeste;2008;76
41;mulher;negro;PR;Sul;2008;55
26;mulher;negro;PE;Nordeste;2008;245
22;mulher;negro;PI;Nordeste;2008;31
33;mulher;negro;RJ;Sudeste;2008;223
24;mulher;negro;RN;Nordeste;2008;48
43;mulher;negro;RS;Sul;2008;32
11;mulher;negro;RO;Norte;2008;20
14;mulher;negro;RR;Norte;2008;5
42;mulher;negro;SC;Sul;2008;8
35;mulher;negro;SP;Sudeste;2008;199
